Small Range (20)
, 16384, 32768, 65536, 131072, 262144, 524288, 1048576
Quick, 27464.87, 26190.04, 55938.01, 87072.13, 251564.98, 436061.14, 732217.79
Heap, 232539.89, 453284.98, 971279.14, 2035163.88, 4336236.95, 9189509.87, 19384099.96
Merge, 151560.07, 269790.17, 564545.87, 1195862.05, 2500483.99, 5268222.09, 10903422.12
Python, 19739.87, 6515.03, 13046.98, 26266.1, 53153.04, 108320.95, 217237.95
Radix, 70571.18, 37111.04, 65952.06, 134725.81, 271322.01, 540421.01, 1073426.01
